sample,test_size,alpha,actual_prop,pred_prop,abs_error,acc,f_score,thr,acc2,thr2,quantifier,model,pt
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
1,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
1,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
1,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
2,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
2,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
2,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
2,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
3,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
3,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
3,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
3,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
4,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
4,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
4,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
4,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
5,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
5,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
5,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
5,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
6,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
6,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
6,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
6,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
7,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
7,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
7,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
7,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
8,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
8,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
8,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
8,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
9,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
9,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
9,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
9,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
10,10,0.0,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
10,10,0.0,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
10,10,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
10,10,0.0,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
1,10,0.05,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
1,10,0.05,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
1,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
1,10,0.05,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
2,10,0.05,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
2,10,0.05,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
2,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
2,10,0.05,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
3,10,0.05,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
3,10,0.05,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
3,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
3,10,0.05,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
4,10,0.05,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
4,10,0.05,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
4,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
4,10,0.05,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
5,10,0.05,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
5,10,0.05,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
5,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
5,10,0.05,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
6,10,0.05,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
6,10,0.05,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
6,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
6,10,0.05,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,ACC,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,X,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MAX,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,T50,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS,vgg16,1
7,10,0.05,0.0,0.36,0.36,0.0,0.0,0.8393993377685547,1.0,0.875,DyS,vgg16,1
7,10,0.05,0.0,0.33,0.33,0.0,0.0,0.8393993377685547,1.0,0.875,HDy,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,SORD,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,MS2,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,EMQ,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FM,vgg16,1
7,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,FMM,vgg16,1
7,10,0.05,0.0,0.84,0.84,0.0,0.0,0.8393993377685547,0.0,0.5,SMM,vgg16,1
8,10,0.05,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,CC,vgg16,1
